store_id,product_id,category,region,current_inventory,mean_daily_demand,safety_stock,rop,eoq,days_of_stock,status,units_to_order
S001,P0004,Groceries,West,338,113.37407407407407,150.26,263.63,521.25,3.0,OPTIMAL,0.0
S001,P0004,Groceries,West,338,142.51473684210526,181.52,324.03,615.64,2.4,OPTIMAL,0.0
S001,P0004,Groceries,West,338,164.614,191.71,356.32,690.12,2.1,STOCKOUT_RISK,708.0
S001,P0004,Groceries,West,338,158.71454545454546,207.27,365.98,623.32,2.1,STOCKOUT_RISK,651.0
S001,P0004,Groceries,West,338,136.53078947368422,177.3,313.83,583.11,2.5,OPTIMAL,0.0
S001,P0004,Groceries,West,338,144.8030303030303,190.19,334.99,614.34,2.3,OPTIMAL,0.0
S001,P0004,Groceries,West,338,157.10942857142857,190.24,347.35,645.12,2.2,STOCKOUT_RISK,654.0
S001,P0005,Groceries,North,471,131.18428571428572,153.76,284.94,606.63,3.6,OPTIMAL,0.0
S001,P0005,Groceries,North,471,136.50444444444443,171.59,308.09,624.62,3.5,OPTIMAL,0.0
S001,P0005,Groceries,North,471,157.0369696969697,195.09,352.13,656.12,3.0,OPTIMAL,0.0
S001,P0005,Groceries,North,471,124.0374193548387,195.51,319.55,578.84,3.8,OPTIMAL,0.0
S001,P0005,Groceries,North,471,105.40675675675675,153.84,259.25,498.69,4.5,OPTIMAL,0.0
S001,P0005,Groceries,North,471,124.13875,179.38,303.52,582.96,3.8,OPTIMAL,0.0
S001,P0005,Groceries,North,471,131.77555555555554,146.58,278.36,618.86,3.6,OPTIMAL,0.0
S001,P0005,Groceries,North,471,147.66973684210527,175.92,323.59,602.81,3.2,OPTIMAL,0.0
S001,P0005,Groceries,North,471,137.06666666666666,191.7,328.77,624.5,3.4,OPTIMAL,0.0
S001,P0005,Groceries,North,471,150.42636363636362,209.45,359.88,601.48,3.1,OPTIMAL,0.0
S001,P0005,Groceries,North,471,148.67666666666665,170.23,318.91,627.47,3.2,OPTIMAL,0.0
S001,P0005,Groceries,North,471,159.03685714285714,196.66,355.7,655.75,3.0,OPTIMAL,0.0
S001,P0005,Groceries,North,471,120.42707317073172,154.78,275.21,591.48,3.9,OPTIMAL,0.0
S001,P0005,Groceries,North,471,132.71923076923076,175.86,308.58,603.41,3.5,OPTIMAL,0.0
S001,P0005,Groceries,North,471,151.11594594594595,193.62,344.74,623.84,3.1,OPTIMAL,0.0
S001,P0005,Groceries,North,471,133.86204545454544,168.37,302.23,639.39,3.5,OPTIMAL,0.0
S001,P0005,Groceries,North,471,113.67722222222223,159.41,273.09,539.61,4.1,OPTIMAL,0.0
S001,P0005,Groceries,North,471,154.28052631578947,200.03,354.31,646.55,3.1,OPTIMAL,0.0
S001,P0005,Groceries,North,471,162.2775675675676,177.56,339.84,672.15,2.9,OPTIMAL,0.0
S001,P0005,Groceries,North,471,148.39529411764707,180.74,329.14,642.06,3.2,OPTIMAL,0.0
S001,P0006,Electronics,North,305,185.9795918367347,209.99,395.97,722.11,1.6,STOCKOUT_RISK,813.0
S001,P0006,Electronics,North,305,135.23678571428573,222.32,357.56,560.77,2.3,STOCKOUT_RISK,613.0
S001,P0006,Electronics,North,305,138.9251724137931,149.7,288.63,615.76,2.2,OPTIMAL,0.0
S001,P0006,Electronics,North,305,169.61608695652174,211.09,380.71,708.86,1.8,STOCKOUT_RISK,785.0
S001,P0006,Electronics,North,305,107.99324999999999,130.91,238.9,504.08,2.8,OPTIMAL,0.0
S001,P0006,Electronics,North,305,136.81761904761905,151.68,288.5,609.68,2.2,OPTIMAL,0.0
S001,P0006,Electronics,North,305,122.11387096774195,128.19,250.3,583.33,2.5,OPTIMAL,0.0
S001,P0006,Electronics,North,305,138.81885714285713,181.61,320.43,598.69,2.2,STOCKOUT_RISK,614.0
S001,P0006,Electronics,North,305,106.90629629629629,132.5,239.41,505.31,2.9,OPTIMAL,0.0
S001,P0006,Electronics,North,305,124.84305555555557,205.74,330.58,583.68,2.4,STOCKOUT_RISK,609.0
S001,P0006,Electronics,North,305,137.4791176470588,167.92,305.4,607.89,2.2,STOCKOUT_RISK,608.0
S001,P0006,Electronics,North,305,108.90027777777777,143.26,252.16,512.79,2.8,OPTIMAL,0.0
S001,P0006,Electronics,North,305,135.83456521739132,176.22,312.05,604.43,2.2,STOCKOUT_RISK,611.0
S001,P0006,Electronics,North,305,155.87411764705882,199.94,355.81,626.98,2.0,STOCKOUT_RISK,678.0
S001,P0006,Electronics,North,305,152.8174193548387,192.61,345.43,675.72,2.0,STOCKOUT_RISK,716.0
S001,P0006,Electronics,North,305,103.0904761904762,156.67,259.76,523.68,3.0,OPTIMAL,0.0
S001,P0006,Electronics,North,305,111.68612903225807,148.36,260.05,519.52,2.7,OPTIMAL,0.0
S001,P0006,Electronics,North,305,138.5272972972973,191.41,329.94,625.6,2.2,STOCKOUT_RISK,651.0
S001,P0006,Electronics,North,305,129.71027027027026,188.86,318.57,583.03,2.4,STOCKOUT_RISK,597.0
S001,P0006,Electronics,North,305,149.66575,196.14,345.81,628.17,2.0,STOCKOUT_RISK,669.0
S001,P0007,Clothing,East,256,111.64333333333335,155.33,266.97,518.15,2.3,STOCKOUT_RISK,529.0
S001,P0007,Clothing,East,256,121.22,188.81,310.03,534.29,2.1,STOCKOUT_RISK,588.0
S001,P0007,Clothing,East,256,147.1822222222222,177.72,324.9,582.5,1.7,STOCKOUT_RISK,651.0
S001,P0007,Clothing,East,256,132.73291666666668,177.67,310.4,574.22,1.9,STOCKOUT_RISK,629.0
S001,P0007,Clothing,East,256,152.59742857142857,227.44,380.04,639.3,1.7,STOCKOUT_RISK,763.0
S001,P0007,Clothing,East,256,147.8,179.09,326.89,621.49,1.7,STOCKOUT_RISK,692.0
S001,P0007,Clothing,East,256,169.6271052631579,200.72,370.35,688.24,1.5,STOCKOUT_RISK,803.0
S001,P0007,Clothing,East,256,142.3141509433962,184.19,326.5,595.07,1.8,STOCKOUT_RISK,666.0
S001,P0007,Clothing,East,256,141.2665,167.1,308.37,631.47,1.8,STOCKOUT_RISK,684.0
S001,P0007,Clothing,East,256,139.4625,195.92,335.38,594.42,1.8,STOCKOUT_RISK,674.0
S001,P0007,Clothing,East,256,164.6446875,209.69,374.33,663.09,1.6,STOCKOUT_RISK,781.0
S001,P0007,Clothing,East,256,119.81833333333333,166.78,286.6,589.78,2.1,STOCKOUT_RISK,620.0
S001,P0007,Clothing,East,256,133.76090909090908,176.21,309.97,601.04,1.9,STOCKOUT_RISK,655.0
S001,P0007,Clothing,East,256,144.14944444444444,168.65,312.8,600.53,1.8,STOCKOUT_RISK,657.0
S001,P0007,Clothing,East,256,150.99689655172412,187.9,338.9,716.23,1.7,STOCKOUT_RISK,799.0
S001,P0007,Clothing,East,256,158.66354838709677,194.93,353.59,653.85,1.6,STOCKOUT_RISK,751.0
S001,P0007,Clothing,East,256,169.99942857142855,194.11,364.11,662.91,1.5,STOCKOUT_RISK,771.0
S001,P0007,Clothing,East,256,116.1940909090909,169.74,285.93,570.11,2.2,STOCKOUT_RISK,600.0
S001,P0007,Clothing,East,256,140.42893617021275,152.79,293.22,633.16,1.8,STOCKOUT_RISK,670.0
S001,P0007,Clothing,East,256,147.96545454545455,199.81,347.78,691.5,1.7,STOCKOUT_RISK,783.0
S001,P0008,Electronics,East,315,145.16175,185.11,330.27,641.57,2.2,STOCKOUT_RISK,657.0
S001,P0008,Electronics,East,315,141.2118918918919,179.37,320.58,619.66,2.2,STOCKOUT_RISK,625.0
S001,P0008,Electronics,East,315,134.39214285714286,157.81,292.2,632.25,2.3,OPTIMAL,0.0
S001,P0008,Electronics,East,315,144.2378787878788,175.96,320.2,628.74,2.2,STOCKOUT_RISK,634.0
S001,P0008,Electronics,East,315,142.06514285714286,183.43,325.5,618.72,2.2,STOCKOUT_RISK,629.0
S001,P0008,Electronics,East,315,144.6922857142857,187.95,332.64,598.57,2.2,STOCKOUT_RISK,616.0
S001,P0008,Electronics,East,315,118.82310344827586,188.02,306.84,531.64,2.7,OPTIMAL,0.0
S001,P0008,Electronics,East,315,138.5907894736842,183.27,321.86,597.79,2.3,STOCKOUT_RISK,605.0
S001,P0008,Electronics,East,315,145.22342105263158,179.73,324.95,658.48,2.2,STOCKOUT_RISK,668.0
S001,P0008,Electronics,East,315,154.77265306122447,198.87,353.64,655.82,2.0,STOCKOUT_RISK,694.0
S001,P0008,Electronics,East,315,159.95419354838708,200.16,360.11,632.36,2.0,STOCKOUT_RISK,677.0
S001,P0008,Electronics,East,315,159.13634146341462,183.02,342.16,622.37,2.0,STOCKOUT_RISK,650.0
S001,P0008,Electronics,East,315,160.18111111111114,201.84,362.02,646.05,2.0,STOCKOUT_RISK,693.0
S001,P0008,Electronics,East,315,100.59548387096774,112.88,213.48,509.17,3.1,OPTIMAL,0.0
S001,P0008,Electronics,East,315,131.6471875,173.3,304.95,601.97,2.4,OPTIMAL,0.0
S001,P0008,Electronics,East,315,165.86594594594595,186.38,352.25,658.26,1.9,STOCKOUT_RISK,696.0
S001,P0008,Electronics,East,315,88.06071428571428,119.64,207.7,484.72,3.6,OPTIMAL,0.0
S001,P0008,Electronics,East,315,161.60229166666667,191.58,353.18,646.5,1.9,STOCKOUT_RISK,685.0
S001,P0008,Electronics,East,315,140.38966666666667,172.89,313.28,600.4,2.2,OPTIMAL,0.0
S001,P0008,Electronics,East,315,131.8452,164.06,295.91,580.12,2.4,OPTIMAL,0.0
S001,P0009,Electronics,South,167,119.9241935483871,148.21,268.13,530.23,1.4,STOCKOUT_RISK,631.0
S001,P0009,Electronics,South,167,126.64113636363636,164.98,291.62,588.79,1.3,STOCKOUT_RISK,713.0
S001,P0009,Electronics,South,167,138.418125,192.51,330.93,626.9,1.2,STOCKOUT_RISK,791.0
S001,P0009,Electronics,South,167,133.71292682926827,152.65,286.36,565.4,1.2,STOCKOUT_RISK,685.0
S001,P0009,Electronics,South,167,114.54806451612903,140.0,254.55,541.18,1.5,STOCKOUT_RISK,629.0
S001,P0009,Electronics,South,167,171.58677419354837,181.56,353.15,666.91,1.0,STOCKOUT_RISK,853.0
S001,P0009,Electronics,South,167,156.5971875,210.12,366.72,642.95,1.1,STOCKOUT_RISK,843.0
S001,P0009,Electronics,South,167,135.88475,179.53,315.41,653.0,1.2,STOCKOUT_RISK,801.0
S001,P0009,Electronics,South,167,144.84886363636363,159.28,304.13,608.52,1.2,STOCKOUT_RISK,746.0
S001,P0009,Electronics,South,167,143.09925,181.1,324.2,618.46,1.2,STOCKOUT_RISK,776.0
S001,P0009,Electronics,South,167,125.27026315789475,184.32,309.59,572.29,1.3,STOCKOUT_RISK,715.0
S001,P0009,Electronics,South,167,133.4077777777778,150.0,283.41,558.37,1.3,STOCKOUT_RISK,675.0
S001,P0009,Electronics,South,167,132.023125,213.84,345.86,607.52,1.3,STOCKOUT_RISK,786.0
S001,P0009,Electronics,South,167,153.02190476190475,212.07,365.09,604.83,1.1,STOCKOUT_RISK,803.0
S001,P0009,Electronics,South,167,134.43974358974359,177.99,312.43,583.63,1.2,STOCKOUT_RISK,729.0
S001,P0009,Electronics,South,167,135.29073170731706,163.11,298.4,591.53,1.2,STOCKOUT_RISK,723.0
S001,P0009,Electronics,South,167,130.93170731707318,177.54,308.47,593.0,1.3,STOCKOUT_RISK,734.0
S001,P0009,Electronics,South,167,123.45421052631579,148.68,272.13,570.97,1.4,STOCKOUT_RISK,676.0
S001,P0009,Electronics,South,167,133.88897435897437,187.05,320.94,649.55,1.2,STOCKOUT_RISK,803.0
S001,P0009,Electronics,South,167,141.67107142857142,200.06,341.73,625.04,1.2,STOCKOUT_RISK,800.0
S001,P0010,Furniture,West,167,136.03151515151515,153.21,289.24,636.5,1.2,STOCKOUT_RISK,759.0
S001,P0010,Furniture,West,167,144.0096875,210.28,354.29,629.64,1.2,STOCKOUT_RISK,817.0
S001,P0010,Furniture,West,167,117.264,155.37,272.63,592.84,1.4,STOCKOUT_RISK,698.0
S001,P0010,Furniture,West,167,135.8390243902439,171.01,306.85,569.2,1.2,STOCKOUT_RISK,709.0
S001,P0010,Furniture,West,167,125.87696969696968,173.63,299.51,588.68,1.3,STOCKOUT_RISK,721.0
S001,P0010,Furniture,West,167,142.99095238095236,162.48,305.47,598.52,1.2,STOCKOUT_RISK,737.0
S001,P0010,Furniture,West,167,158.53541666666666,182.56,341.1,643.74,1.1,STOCKOUT_RISK,818.0
S001,P0010,Furniture,West,167,131.7525,155.34,287.09,574.49,1.3,STOCKOUT_RISK,695.0
S001,P0010,Furniture,West,167,114.27394736842105,164.49,278.76,571.51,1.5,STOCKOUT_RISK,683.0
S001,P0010,Furniture,West,167,141.8465789473684,184.67,326.52,552.18,1.2,STOCKOUT_RISK,712.0
S001,P0010,Furniture,West,167,136.113,185.29,321.4,588.62,1.2,STOCKOUT_RISK,743.0
S001,P0010,Furniture,West,167,137.53485714285716,166.67,304.2,584.63,1.2,STOCKOUT_RISK,722.0
S001,P0010,Furniture,West,167,140.42714285714288,181.36,321.79,593.96,1.2,STOCKOUT_RISK,749.0
S001,P0010,Furniture,West,167,147.97073170731707,202.41,350.38,623.06,1.1,STOCKOUT_RISK,806.0
S001,P0010,Furniture,West,167,135.61694444444444,174.92,310.54,579.03,1.2,STOCKOUT_RISK,723.0
S001,P0010,Furniture,West,167,142.85545454545453,172.91,315.77,632.2,1.2,STOCKOUT_RISK,781.0
S001,P0010,Furniture,West,167,138.32617647058825,174.52,312.85,592.55,1.2,STOCKOUT_RISK,738.0
S001,P0010,Furniture,West,167,132.80384615384617,174.96,307.76,541.96,1.3,STOCKOUT_RISK,683.0
S001,P0010,Furniture,West,167,151.4340909090909,185.78,337.21,643.71,1.1,STOCKOUT_RISK,814.0
S001,P0010,Furniture,West,167,124.16846153846153,167.74,291.91,575.38,1.3,STOCKOUT_RISK,700.0
S001,P0011,Electronics,West,449,142.80555555555554,179.83,322.64,655.26,3.1,OPTIMAL,0.0
S001,P0011,Electronics,West,449,138.61151515151516,190.76,329.37,634.41,3.2,OPTIMAL,0.0
S001,P0011,Electronics,West,449,147.1290625,191.71,338.84,627.4,3.1,OPTIMAL,0.0
S001,P0011,Electronics,West,449,189.2017857142857,222.19,411.39,640.17,2.4,OPTIMAL,0.0
S001,P0011,Electronics,West,449,108.40444444444444,153.52,261.92,516.2,4.1,OPTIMAL,0.0
S001,P0011,Electronics,West,449,149.62605263157894,186.63,336.26,679.12,3.0,OPTIMAL,0.0
S001,P0011,Electronics,West,449,117.84714285714286,191.81,309.66,515.01,3.8,OPTIMAL,0.0
S001,P0011,Electronics,West,449,157.91184210526316,202.63,360.54,645.06,2.8,OPTIMAL,0.0
S001,P0011,Electronics,West,449,131.49085714285715,199.33,330.82,580.84,3.4,OPTIMAL,0.0
S001,P0011,Electronics,West,449,132.40791666666667,177.22,309.63,612.8,3.4,OPTIMAL,0.0
S001,P0011,Electronics,West,449,149.00285714285715,159.2,308.2,617.39,3.0,OPTIMAL,0.0
S001,P0011,Electronics,West,449,153.4271875,189.61,343.04,686.9,2.9,OPTIMAL,0.0
S001,P0011,Electronics,West,449,144.07757575757577,216.55,360.63,642.83,3.1,OPTIMAL,0.0
S001,P0011,Electronics,West,449,157.54542857142857,191.1,348.65,664.47,2.8,OPTIMAL,0.0
S001,P0011,Electronics,West,449,111.12702702702703,156.29,267.42,568.51,4.0,OPTIMAL,0.0
S001,P0011,Electronics,West,449,117.45566666666667,150.0,267.46,558.57,3.8,OPTIMAL,0.0
S001,P0011,Electronics,West,449,156.05266666666665,175.55,331.6,646.24,2.9,OPTIMAL,0.0
S001,P0011,Electronics,West,449,133.1809523809524,157.7,290.88,603.44,3.4,OPTIMAL,0.0
S001,P0011,Electronics,West,449,111.98326923076924,168.95,280.93,522.96,4.0,OPTIMAL,0.0
S001,P0011,Electronics,West,449,126.95181818181818,159.61,286.56,590.3,3.5,OPTIMAL,0.0
S001,P0012,Electronics,East,213,122.13,163.97,286.1,566.82,1.7,STOCKOUT_RISK,640.0
S001,P0012,Electronics,East,213,130.20477272727274,153.14,283.34,572.73,1.6,STOCKOUT_RISK,643.0
S001,P0012,Electronics,East,213,118.21324324324326,156.71,274.92,570.98,1.8,STOCKOUT_RISK,633.0
S001,P0012,Electronics,East,213,106.832,144.15,250.98,573.48,2.0,STOCKOUT_RISK,611.0
S001,P0012,Electronics,East,213,127.36820512820512,176.48,303.85,645.31,1.7,STOCKOUT_RISK,736.0
S001,P0012,Electronics,East,213,146.435,166.61,313.04,629.04,1.5,STOCKOUT_RISK,729.0
S001,P0012,Electronics,East,213,136.32045454545457,185.61,321.93,601.8,1.6,STOCKOUT_RISK,711.0
S001,P0012,Electronics,East,213,124.82166666666667,167.63,292.45,531.18,1.7,STOCKOUT_RISK,611.0
S001,P0012,Electronics,East,213,142.90270833333332,172.7,315.6,599.19,1.5,STOCKOUT_RISK,702.0
S001,P0012,Electronics,East,213,156.94864864864866,163.27,320.22,618.74,1.4,STOCKOUT_RISK,726.0
S001,P0012,Electronics,East,213,133.285,147.07,280.36,610.07,1.6,STOCKOUT_RISK,677.0
S001,P0012,Electronics,East,213,125.50256410256411,170.56,296.06,560.34,1.7,STOCKOUT_RISK,643.0
S001,P0012,Electronics,East,213,124.92217391304348,170.36,295.28,567.18,1.7,STOCKOUT_RISK,649.0
S001,P0012,Electronics,East,213,122.92352941176469,159.13,282.05,596.89,1.7,STOCKOUT_RISK,666.0
S001,P0012,Electronics,East,213,134.19689655172414,178.73,312.93,553.97,1.6,STOCKOUT_RISK,654.0
S001,P0012,Electronics,East,213,106.91166666666666,166.32,273.23,553.14,2.0,STOCKOUT_RISK,613.0
S001,P0012,Electronics,East,213,156.5836111111111,181.88,338.46,691.42,1.4,STOCKOUT_RISK,817.0
S001,P0012,Electronics,East,213,166.64161290322582,183.19,349.83,739.33,1.3,STOCKOUT_RISK,876.0
S001,P0012,Electronics,East,213,126.21461538461539,160.0,286.21,600.25,1.7,STOCKOUT_RISK,673.0
S001,P0012,Electronics,East,213,153.30621621621623,195.79,349.1,639.68,1.4,STOCKOUT_RISK,776.0
S001,P0013,Groceries,North,356,133.5239393939394,167.13,300.65,569.33,2.7,OPTIMAL,0.0
S001,P0013,Groceries,North,356,123.70717948717949,167.3,291.01,565.77,2.9,OPTIMAL,0.0
S001,P0013,Groceries,North,356,160.43458333333334,197.35,357.78,645.23,2.2,STOCKOUT_RISK,647.0
S001,P0013,Groceries,North,356,137.4316129032258,170.98,308.41,602.18,2.6,OPTIMAL,0.0
S001,P0013,Groceries,North,356,135.53075,191.17,326.7,591.71,2.6,OPTIMAL,0.0
S001,P0013,Groceries,North,356,130.74961538461537,201.17,331.92,620.07,2.7,OPTIMAL,0.0
S001,P0013,Groceries,North,356,122.79864864864865,183.19,305.99,597.82,2.9,OPTIMAL,0.0
S001,P0013,Groceries,North,356,129.66764705882352,171.22,300.89,560.01,2.7,OPTIMAL,0.0
S001,P0013,Groceries,North,356,124.32967741935484,189.06,313.39,585.62,2.9,OPTIMAL,0.0
S001,P0013,Groceries,North,356,141.0964705882353,200.91,342.01,617.8,2.5,OPTIMAL,0.0
S001,P0013,Groceries,North,356,155.57586956521737,187.52,343.1,664.36,2.3,OPTIMAL,0.0
S001,P0013,Groceries,North,356,121.07729729729729,182.62,303.7,547.17,2.9,OPTIMAL,0.0
S001,P0013,Groceries,North,356,151.77333333333334,188.05,339.82,635.33,2.3,OPTIMAL,0.0
S001,P0013,Groceries,North,356,154.6457777777778,171.64,326.29,672.2,2.3,OPTIMAL,0.0
S001,P0013,Groceries,North,356,155.00611111111112,169.5,324.51,653.44,2.3,OPTIMAL,0.0
S001,P0013,Groceries,North,356,149.8311111111111,176.38,326.21,636.44,2.4,OPTIMAL,0.0
S001,P0013,Groceries,North,356,133.66787878787878,156.96,290.63,553.83,2.7,OPTIMAL,0.0
