Customer ID,Recency,Frequency,Monetary,KMeans_Cluster,DBSCAN_Cluster,Business_Label
12518,1,5,2056.89,1,0,Loyal Customers
12519,64,2,716.54,1,0,Loyal Customers
12520,79,5,2634.26,2,0,Champions
12521,143,1,599.68,1,0,Loyal Customers
12522,39,2,192.72,1,0,Loyal Customers
12523,19,23,4352.35,2,0,Champions
12524,9,17,11126.11,2,0,Champions
12525,498,3,973.73,0,0,Churned
12526,1,3,1316.66,1,0,Loyal Customers
12527,82,5,735.51,1,0,Loyal Customers
12528,9,6,1933.48,1,0,Loyal Customers
12529,528,1,316.48,0,0,Churned
12530,60,9,3759.26,2,0,Champions
12531,15,2,1933.2,1,0,Loyal Customers
12532,30,1,349.83000000000004,1,0,Loyal Customers
12533,628,2,1367.89,0,0,Churned
12534,131,1,1089.18,1,0,Loyal Customers
12535,92,2,716.35,1,0,Loyal Customers
12536,43,3,12601.830000000002,2,0,Champions
12537,409,1,732.94,0,0,Churned
12538,29,2,640.45,1,0,Loyal Customers
12539,22,7,11214.75,2,0,Champions
12540,20,33,22254.49,2,0,Champions
12541,30,3,981.18,1,0,Loyal Customers
12542,484,2,481.88,0,0,Churned
12543,448,1,980.25,0,0,Churned
12544,36,1,372.7,1,0,Loyal Customers
12545,75,2,1000.39,1,0,Loyal Customers
12546,47,2,1161.5,1,0,Loyal Customers
12547,198,3,383.58,1,0,Loyal Customers
12548,166,1,95.2,1,0,Loyal Customers
12549,576,6,1575.68,0,0,Churned
12550,79,1,964.83,1,0,Loyal Customers
12551,358,1,168.0,0,0,Churned
12552,39,2,437.82,1,0,Loyal Customers
12553,8,12,4608.75,2,0,Champions
12554,449,1,468.5,0,0,Churned
12555,682,1,129.23,0,0,Churned
12556,50,2,599.56,1,0,Loyal Customers
12557,16,8,18096.14,2,0,Champions
12558,8,1,269.96,1,0,Loyal Customers
12559,311,2,561.71,0,0,Churned
12560,5,3,2134.01,1,0,Loyal Customers
12561,303,1,238.85,0,0,Churned
12562,8,9,4966.92,2,0,Champions
12563,409,1,249.24,0,0,Churned
12564,261,1,456.9,1,0,Loyal Customers
12565,289,1,145.92,0,0,Churned
12566,86,1,351.65,1,0,Loyal Customers
12567,23,15,11767.48,2,0,Champions
12568,645,1,70.0,0,0,Churned
12569,2,32,4124.69,2,0,Champions
12570,682,1,77.52,0,0,Churned
12571,40,2,519.61,1,0,Loyal Customers
12572,9,2,1020.42,1,0,Loyal Customers
12573,227,5,717.41,1,0,Loyal Customers
12574,316,1,218.45,0,0,Churned
12575,457,2,622.8199999999999,0,0,Churned
12576,36,8,2142.72,2,0,Champions
12577,35,8,1617.1,1,0,Loyal Customers
12578,21,4,4642.45,2,0,Champions
12579,78,1,440.42,1,0,Loyal Customers
12580,247,2,1052.9,1,0,Loyal Customers
12581,40,1,197.71,1,0,Loyal Customers
12582,239,4,1980.4,1,0,Loyal Customers
12583,3,27,13591.58,2,0,Champions
12584,4,9,2338.15,2,0,Champions
12585,234,2,2040.1,1,0,Loyal Customers
12586,17,4,2062.67,1,0,Loyal Customers
12587,8,1,144.0,1,0,Loyal Customers
12588,39,4,958.78,1,0,Loyal Customers
12589,29,8,4695.66,2,0,Champions
12590,211,2,9864.26,2,0,Champions
12591,317,3,1338.95,1,0,Loyal Customers
12592,92,5,2582.66,2,0,Champions
12593,109,3,418.1,1,0,Loyal Customers
12594,38,15,5090.110000000001,2,0,Champions
12595,505,1,299.02,0,0,Churned
12596,51,2,618.27,1,0,Loyal Customers
12597,19,4,3811.22,2,0,Champions
12598,10,11,4534.09,2,0,Champions
12599,29,13,2296.72,2,0,Champions
12600,29,21,4967.42,2,0,Champions
12601,190,6,681.26,1,0,Loyal Customers
12602,59,1,153.12,1,0,Loyal Customers
12603,22,1,739.1999999999999,1,0,Loyal Customers
12604,79,2,254.18,1,0,Loyal Customers
12605,376,4,1232.95,0,0,Churned
12606,682,1,21.0,0,0,Churned
12607,60,1,1579.51,1,0,Loyal Customers
12608,405,1,415.79,0,0,Churned
12609,78,9,3435.86,2,0,Champions
12610,23,5,2099.54,1,0,Loyal Customers
12611,52,1,1193.32,1,0,Loyal Customers
12612,74,1,704.0400000000001,1,0,Loyal Customers
12613,57,10,6817.37,2,0,Champions
12614,278,1,315.6,0,0,Churned
12615,2,8,5740.98,2,0,Champions
12616,95,3,1131.1,1,0,Loyal Customers
12617,29,1,352.98,1,0,Loyal Customers
12618,22,1,177.31,1,0,Loyal Customers
12619,16,10,3781.38,2,0,Champions
12620,15,3,1339.41,1,0,Loyal Customers
12621,2,35,24311.2,2,0,Champions
12622,232,1,180.1,1,0,Loyal Customers
12623,276,7,3747.84,2,0,Champions
12624,106,2,641.13,1,0,Loyal Customers
12625,212,4,5164.88,2,0,Champions
12626,23,9,6620.48,2,0,Champions
12627,11,7,4478.53,2,0,Champions
12628,4,3,786.46,1,0,Loyal Customers
12629,386,2,1558.22,0,0,Churned
12630,10,2,1270.88,1,0,Loyal Customers
12631,57,6,3481.57,2,0,Champions
12632,521,2,804.88,0,0,Churned
12633,59,7,5678.16,2,0,Champions
12634,536,2,490.0,0,0,Churned
12635,90,4,2930.41,2,0,Champions
12636,739,1,141.0,0,0,Churned
12637,67,12,8283.81,2,0,Champions
12638,33,2,921.49,1,0,Loyal Customers
12639,239,3,1312.37,1,0,Loyal Customers
12640,24,3,1174.58,1,0,Loyal Customers
12641,115,1,185.9,1,0,Loyal Customers
12642,25,3,1013.26,1,0,Loyal Customers
12643,128,12,8304.82,2,0,Champions
12644,130,4,1918.49,1,0,Loyal Customers
12645,34,8,3539.3,2,0,Champions
12646,5,2,1346.97,1,0,Loyal Customers
12647,22,36,16955.55,2,0,Champions
12648,155,4,1112.0,1,0,Loyal Customers
12649,107,8,2294.65,2,0,Champions
12650,3,1,314.44,1,0,Loyal Customers
12651,335,4,377.75,0,0,Churned
12652,331,2,1017.03,0,0,Churned
12653,149,3,4160.83,2,0,Champions
12654,11,5,601.98,1,0,Loyal Customers
12655,424,1,261.35,0,0,Churned
12656,17,8,6407.83,2,0,Champions
12657,11,4,1643.18,1,0,Loyal Customers
12658,19,1,686.05,1,0,Loyal Customers
12659,30,1,91.68,1,0,Loyal Customers
12660,11,1,245.1,1,0,Loyal Customers
12661,436,1,162.0,0,0,Churned
12662,1,20,6726.54,2,0,Champions
12663,625,2,239.4,0,0,Churned
12664,8,11,6070.04,2,0,Champions
12665,325,3,313.6,0,0,Churned
12666,394,1,1248.42,0,0,Churned
12667,58,1,620.13,1,0,Loyal Customers
12668,12,10,11383.03,2,0,Champions
12669,151,3,2744.03,1,0,Loyal Customers
12670,10,7,3760.29,2,0,Champions
12671,606,1,2622.481,0,0,Churned
12672,330,2,437.05,0,0,Churned
12673,5,3,1230.02,1,0,Loyal Customers
12674,39,4,1970.6,1,0,Loyal Customers
12675,554,2,957.25,0,0,Churned
12676,25,11,2843.09,2,0,Champions
12677,555,2,395.1,0,0,Churned
12678,42,21,34281.18,2,0,Champions
12679,59,4,1113.02,1,0,Loyal Customers
12680,1,4,880.81,1,0,Loyal Customers
12681,15,45,29834.76,2,0,Champions
12682,4,52,22950.22,2,0,Champions
12683,4,21,11633.7,2,0,Champions
12684,8,7,2283.63,2,0,Champions
12685,28,6,2863.08,2,0,Champions
12686,372,1,89.14,0,0,Churned
12687,481,2,2138.91,0,0,Churned
12688,114,1,4873.81,2,0,Champions
12689,26,2,1247.61,1,0,Loyal Customers
12690,206,1,389.01,1,0,Loyal Customers
12691,28,7,1170.4,1,0,Loyal Customers
12692,637,1,110.95,0,0,Churned
12693,127,7,1703.02,1,0,Loyal Customers
12694,70,3,1843.35,1,0,Loyal Customers
12695,7,7,1407.12,1,0,Loyal Customers
12696,435,2,851.91,0,0,Churned
12697,29,3,957.59,1,0,Loyal Customers
12698,590,1,339.75,0,0,Churned
12699,418,1,638.11,0,0,Churned
12700,8,4,4939.99,2,0,Champions
12701,80,6,2446.41,2,0,Champions
12702,20,1,219.0,1,0,Loyal Customers
12703,71,4,1006.53,1,0,Loyal Customers
12704,7,8,2340.84,2,0,Champions
12705,15,14,11762.1,2,0,Champions
12707,292,1,603.42,0,0,Churned
12708,30,18,5117.66,2,0,Champions
12709,15,34,30291.76,2,0,Champions
12710,97,3,1149.02,1,0,Loyal Customers
12711,612,2,1339.05,0,0,Churned
12712,29,21,6723.03,2,0,Champions
12713,1,1,848.55,1,0,Loyal Customers
12714,9,12,14093.71,2,0,Champions
12715,106,1,343.36,1,0,Loyal Customers
12716,4,2,1053.49,1,0,Loyal Customers
12717,151,3,1308.91,1,0,Loyal Customers
12718,71,1,238.25,1,0,Loyal Customers
12719,5,2,644.95,1,0,Loyal Customers
12720,3,30,7787.28,2,0,Champions
12721,32,8,4013.08,2,0,Champions
12722,85,4,997.63,1,0,Loyal Customers
12723,4,5,725.07,1,0,Loyal Customers
12724,5,7,2317.52,2,0,Champions
12725,371,4,2266.76,0,0,Churned
12726,28,11,4014.6,2,0,Champions
12727,11,10,5679.53,2,0,Champions
12728,71,5,1070.17,1,0,Loyal Customers
12729,114,1,453.01,1,0,Loyal Customers
12730,522,1,829.25,0,0,Churned
12731,24,17,25775.71,2,0,Champions
12732,180,1,236.26,1,0,Loyal Customers
12733,234,4,2424.87,1,0,Loyal Customers
12734,353,3,639.65,0,0,Churned
12735,315,2,779.5699999999999,0,0,Churned
12736,333,1,234.0,0,0,Churned
12737,499,2,3710.5,0,0,Churned
12738,372,1,155.35,0,0,Churned
12739,78,4,2726.73,2,0,Champions
12740,64,1,427.6,1,0,Loyal Customers
12741,529,2,406.07,0,0,Churned
12742,626,1,1201.52,0,0,Churned
12743,134,2,540.13,1,0,Loyal Customers
12744,52,11,25317.06,2,0,Champions
12745,487,3,925.41,0,0,Churned
12746,541,1,254.55,0,0,Churned
12747,2,26,8898.48,2,0,Champions
12749,4,9,6897.36,2,0,Champions
12750,129,1,275.88,1,0,Loyal Customers
12751,445,1,268.27,0,0,Churned
12752,81,1,4366.78,2,0,Champions
12753,23,6,21429.39,2,0,Champions
12754,236,3,3010.74,1,0,Loyal Customers
12755,281,11,5236.259999999999,2,0,Champions
12756,87,1,112.07999999999998,1,0,Loyal Customers
12757,16,13,7834.650000000001,2,0,Champions
12758,117,7,9903.24,2,0,Champions
12759,52,8,5020.74,2,0,Champions
12760,456,1,347.8,0,0,Churned
12761,458,2,782.95,0,0,Churned
12762,8,2,1898.52,1,0,Loyal Customers
12763,138,2,494.08,1,0,Loyal Customers
12764,317,1,1693.88,1,0,Loyal Customers
12765,472,6,1404.58,0,0,Churned
12766,4,9,8918.99,2,0,Champions
12767,376,1,949.82,0,0,Churned
12768,451,1,168.69000000000003,0,0,Churned
12769,239,1,1143.6,1,0,Loyal Customers
12770,211,2,3246.45,2,0,Champions
12771,486,1,282.3,0,0,Churned
12772,60,1,892.47,1,0,Loyal Customers
12773,564,1,124.25,0,0,Churned
12774,536,1,98.7,0,0,Churned
12775,17,7,1686.12,1,0,Loyal Customers
12776,668,1,55.5,0,0,Churned
12777,458,1,519.45,0,0,Churned
12778,20,9,1775.68,2,0,Champions
12779,38,14,6474.11,2,0,Champions
12780,599,1,337.4,0,0,Churned
12781,64,2,826.74,1,0,Loyal Customers
12782,5,11,4618.24,2,0,Champions
12783,2,6,2225.91,2,0,Champions
12784,9,3,1763.15,1,0,Loyal Customers
12785,364,3,1100.4,0,0,Churned
12786,610,1,728.5,0,0,Churned
12787,10,4,862.18,1,0,Loyal Customers
12788,463,4,444.9,0,0,Churned
12789,65,3,273.35,1,0,Loyal Customers
12790,192,2,591.85,1,0,Loyal Customers
12791,374,6,863.51,0,0,Churned
12792,257,2,827.01,1,0,Loyal Customers
12793,335,3,885.53,0,0,Churned
12794,53,2,860.41,1,0,Loyal Customers
12795,19,1,430.48,1,0,Loyal Customers
12796,628,1,381.0,0,0,Churned
12797,366,2,552.08,0,0,Churned
12798,10,4,8510.93,2,0,Champions
12799,529,1,219.35,0,0,Churned
12800,470,3,584.25,0,0,Churned
12801,501,1,1071.82,0,0,Churned
12802,187,7,2416.42,2,0,Champions
12803,393,1,1092.81,0,0,Churned
12804,466,2,325.37,0,0,Churned
12805,382,4,1434.95,0,0,Churned
12806,435,4,2878.96,0,0,Churned
12807,383,1,330.35,0,0,Churned
12808,37,5,776.7,1,0,Loyal Customers
12809,178,3,1755.94,1,0,Loyal Customers
12810,535,2,534.99,0,0,Churned
12811,261,5,1033.9,1,0,Loyal Customers
12812,45,1,229.64,1,0,Loyal Customers
12813,502,3,1687.8,0,0,Churned
12814,102,1,125.92,1,0,Loyal Customers
12815,148,2,1063.46,1,0,Loyal Customers
12816,96,2,572.2,1,0,Loyal Customers
12817,281,3,690.98,1,0,Loyal Customers
12818,262,1,1542.08,1,0,Loyal Customers
12819,458,1,540.52,0,0,Churned
12820,3,11,2689.52,2,0,Champions
12821,214,2,220.8,1,0,Loyal Customers
12822,71,2,948.88,1,0,Loyal Customers
12823,75,18,6501.5,2,0,Champions
12824,60,1,397.12,1,0,Loyal Customers
12825,521,2,518.63,0,0,Churned
12826,3,12,2800.75,2,0,Champions
12827,6,3,430.15,1,0,Loyal Customers
12828,3,6,1018.71,1,0,Loyal Customers
12829,337,3,385.3,0,0,Churned
12830,38,6,6814.64,2,0,Champions
12831,262,3,451.11,1,0,Loyal Customers
12832,32,2,383.03,1,0,Loyal Customers
12833,145,1,417.38,1,0,Loyal Customers
12834,283,1,312.38,0,0,Churned
12836,59,15,6559.7300000000005,2,0,Champions
12837,173,2,662.66,1,0,Loyal Customers
12838,34,10,2975.91,2,0,Champions
12839,3,26,9669.12,2,0,Champions
12840,144,7,4041.97,2,0,Champions
12841,5,40,6958.2,2,0,Champions
12842,70,4,1917.99,1,0,Loyal Customers
12843,66,30,6583.36,2,0,Champions
12844,29,4,648.6,1,0,Loyal Customers
12845,267,4,354.09,1,0,Loyal Customers
12846,682,1,15.58,0,0,Churned
12847,22,2,1609.0,1,0,Loyal Customers
12848,676,1,208.0,0,0,Churned
12849,31,6,3042.47,2,0,Champions
12850,446,1,330.0,0,0,Churned
12851,97,2,280.76,1,0,Loyal Customers
12852,295,1,311.55,0,0,Churned
12853,135,11,3907.5,2,0,Champions
12854,79,7,2970.9700000000003,2,0,Champions
12855,373,4,612.84,0,0,Churned
12856,8,6,2170.78,2,0,Champions
12857,211,6,3688.0,2,0,Champions
12858,383,1,147.27,0,0,Churned
12859,459,1,575.1,0,0,Churned
12860,693,1,54.22,0,0,Churned
12861,620,1,68.25,0,0,Churned
12862,426,2,984.62,0,0,Churned
12863,52,6,2792.55,2,0,Champions
12864,138,2,299.57,1,0,Loyal Customers
12865,26,4,3323.47,2,0,Champions
12866,283,3,1227.35,1,0,Loyal Customers
12867,26,13,7829.26,2,0,Champions
12868,186,8,2043.76,1,0,Loyal Customers
12869,682,1,337.67,0,0,Churned
12870,375,3,1676.95,0,0,Churned
12871,84,3,744.02,1,0,Loyal Customers
12872,327,12,3283.96,2,0,Champions
12873,282,3,2027.3,1,0,Loyal Customers
12874,385,2,948.42,0,0,Churned
12875,143,5,1356.99,1,0,Loyal Customers
12876,58,4,4081.79,2,0,Champions
12877,4,20,2942.14,2,0,Champions
12878,236,2,854.99,1,0,Loyal Customers
12879,45,3,573.22,1,0,Loyal Customers
12880,382,2,640.13,0,0,Churned
12881,276,1,298.0,0,0,Churned
12882,9,2,1463.04,1,0,Loyal Customers
12883,25,4,703.47,1,0,Loyal Customers
12884,88,1,309.05,1,0,Loyal Customers
12885,63,3,1175.22,1,0,Loyal Customers
12886,68,2,1378.4,1,0,Loyal Customers
12887,384,1,222.4,0,0,Churned
12888,214,2,354.12,1,0,Loyal Customers
12889,381,4,385.46,0,0,Churned
12890,24,2,706.02,1,0,Loyal Customers
12891,186,11,840.5,1,0,Loyal Customers
12892,397,1,263.38,0,0,Churned
12893,31,1,176.55,1,0,Loyal Customers
12894,575,1,157.35,0,0,Churned
12895,42,2,372.8,1,0,Loyal Customers
12897,205,4,514.25,1,0,Loyal Customers
12898,464,2,296.21000000000004,0,0,Churned
12899,414,1,366.4,0,0,Churned
12900,422,1,340.33,0,0,Churned
12901,9,28,17654.54,2,0,Champions
12902,265,1,138.68,0,0,Churned
12903,429,1,833.53,0,0,Churned
12904,18,2,496.06,1,0,Loyal Customers
12905,577,2,1018.42,0,0,Churned
12906,12,5,2919.81,2,0,Champions
12907,396,2,508.91,0,0,Churned
12908,176,5,1776.0,1,0,Loyal Customers
12909,40,8,3103.19,2,0,Champions
12910,23,13,5796.52,2,0,Champions
12911,552,1,1651.72,0,0,Churned
12912,3,5,1662.3,1,0,Loyal Customers
12913,5,13,6283.24,2,0,Champions
12914,401,1,223.98,0,0,Churned
12915,149,4,975.1,1,0,Loyal Customers
12916,139,7,4479.73,2,0,Champions
12917,128,6,4359.2,2,0,Champions
12918,626,1,10953.5,0,0,Churned
12919,8,6,1335.19,1,0,Loyal Customers
12920,17,4,486.64,1,0,Loyal Customers
12921,9,74,35233.24,2,1,Champions
12922,161,1,405.38,1,0,Loyal Customers
12923,64,3,770.42,1,0,Loyal Customers
12924,88,12,2469.4,2,0,Champions
12925,5,3,729.3299999999999,1,0,Loyal Customers
12926,411,4,1523.97,0,0,Churned
12927,395,1,197.31,0,0,Churned
12928,35,12,4304.89,2,0,Champions
12929,312,1,117.85,0,0,Churned
12930,78,2,415.8,1,0,Loyal Customers
12931,22,57,92347.34,2,0,Champions
12932,539,8,1698.56,0,0,Churned
12933,24,8,1636.63,1,0,Loyal Customers
12934,737,1,181.65,0,0,Churned
12935,2,15,4243.86,2,0,Champions
12936,17,4,1063.9,1,0,Loyal Customers
12937,15,9,3097.61,2,0,Champions
12938,26,1,114.14,1,0,Loyal Customers
12939,64,20,25264.8,2,0,Champions
12940,55,2,899.69,1,0,Loyal Customers
12941,724,1,377.49,0,0,Churned
12942,131,3,675.6,1,0,Loyal Customers
12943,558,2,496.5,0,0,Churned
12944,36,2,604.51,1,0,Loyal Customers
12945,288,2,900.11,1,0,Loyal Customers
12946,437,1,324.45,0,0,Churned
12947,144,6,1603.99,1,0,Loyal Customers
12948,16,9,2317.43,2,0,Champions
12949,31,22,15526.7,2,0,Champions
12950,2,3,1843.0,1,0,Loyal Customers
12951,9,15,3213.7200000000003,2,0,Champions
12952,6,4,1387.79,1,0,Loyal Customers
12953,10,2,828.8100000000001,1,0,Loyal Customers
12954,639,1,162.45,0,0,Churned
12955,1,11,4757.16,2,0,Champions
12956,306,4,521.89,0,0,Churned
12957,10,13,8706.97,2,0,Champions
12958,400,2,467.34,0,0,Churned
12959,484,1,150.95,0,0,Churned
12960,414,4,1322.07,0,0,Churned
12961,379,1,211.99,0,0,Churned
12962,7,2,266.39,1,0,Loyal Customers
12963,8,12,3235.79,2,0,Champions
12964,437,1,132.24,0,0,Churned
12965,89,1,769.8100000000001,1,0,Loyal Customers
12966,10,1,160.18,1,0,Loyal Customers
12967,358,3,2938.52,0,0,Churned
12968,112,1,135.95,1,0,Loyal Customers
12969,603,1,122.45,0,0,Churned
12970,7,10,1453.6,1,0,Loyal Customers
12972,414,4,1161.2,0,0,Churned
12973,414,1,385.55,0,0,Churned
12974,198,2,408.95,1,0,Loyal Customers
12975,437,6,2100.09,0,0,Churned
12976,212,8,3156.38,2,0,Champions
12977,156,4,513.88,1,0,Loyal Customers
12978,385,5,2502.82,0,0,Churned
12979,729,1,517.7,0,0,Churned
12980,158,21,16245.78,2,0,Champions
12981,30,2,372.22,1,0,Loyal Customers
12982,243,8,2744.81,2,0,Champions
12983,598,1,490.08,0,0,Churned
12984,19,1,97.5,1,0,Loyal Customers
12985,1,2,1239.38,1,0,Loyal Customers
12986,429,10,2729.84,0,0,Churned
12987,74,5,1312.21,1,0,Loyal Customers
12988,292,1,505.82,0,0,Churned
12989,3,33,13551.75,2,0,Champions
12990,31,7,955.5,1,0,Loyal Customers
12991,23,3,764.82,1,0,Loyal Customers
12992,725,1,93.35,0,0,Churned
12993,23,8,1259.63,1,0,Loyal Customers
12994,4,3,974.42,1,0,Loyal Customers
12995,85,1,211.32,1,0,Loyal Customers
12996,376,1,355.5,0,0,Churned
12997,22,8,2110.91,2,0,Champions
12998,493,3,920.08,0,0,Churned
12999,196,3,455.88,1,0,Loyal Customers
13000,107,4,1032.5,1,0,Loyal Customers
13001,4,33,24042.65,2,0,Champions
13002,318,3,414.13,0,0,Churned
13003,106,3,149.05,1,0,Loyal Customers
13004,12,36,11650.85,2,0,Champions
13005,174,4,999.68,1,0,Loyal Customers
13006,56,1,81.57,1,0,Loyal Customers
13007,580,1,175.25,0,0,Churned
